course_id,module_id,module_title,primary_track,tool_id,tool_title,tool_route,tool_type,relationship_type,use_context,practical_exercise_instruction,example_instruction,rationale,related_play_ids,related_play_titles
ARC 220,arc-220-public-health-interoperability-hl7-v2-cda-fhir-and-apis,"Public Health Interoperability: HL7 v2, CDA, FHIR, and APIs",Technical Architecture Track,8,AI Project Charter,#/toolkit/8,Planning,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11.",2; 7; 11,Readiness Assessment; Prioritize Use Cases; Build and Deploy AI Solutions
ARC 220,arc-220-public-health-interoperability-hl7-v2-cda-fhir-and-apis,"Public Health Interoperability: HL7 v2, CDA, FHIR, and APIs",Technical Architecture Track,9,Data Quality Assessment Checklist,#/toolkit/9,Checklist,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11.",2; 11,Readiness Assessment; Build and Deploy AI Solutions
ARC 220,arc-220-public-health-interoperability-hl7-v2-cda-fhir-and-apis,"Public Health Interoperability: HL7 v2, CDA, FHIR, and APIs",Technical Architecture Track,10,Tiered Data Classification for AI Use,#/toolkit/10,Worksheet,illustrative_example,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11.",2; 3; 11,Readiness Assessment; Establish AI Governance; Build and Deploy AI Solutions
ARC 230,arc-230-electronic-case-reporting-technical-workflow,Electronic Case Reporting Technical Workflow,Technical Architecture Track,44,Performance Monitoring Dashboard,#/toolkit/44,Dashboard,practical_exercise,"Use Performance Monitoring Dashboard to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Performance Monitoring Dashboard is relevant because the module addresses monitoring concepts or artifacts connected to Play 12, Play 13.",12; 13,Execute Governance and Oversight; Monitor and Evaluate AI Systems
ARC 230,arc-230-electronic-case-reporting-technical-workflow,Electronic Case Reporting Technical Workflow,Technical Architecture Track,45,Continuous Improvement Log,#/toolkit/45,Log,illustrative_example,"Use Continuous Improvement Log to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Continuous Improvement Log is relevant because the module addresses improvement concepts or artifacts connected to Play 12, Play 13.",12; 13,Execute Governance and Oversight; Monitor and Evaluate AI Systems
ARC 230,arc-230-electronic-case-reporting-technical-workflow,Electronic Case Reporting Technical Workflow,Technical Architecture Track,48,AI Evaluation & Outcomes Reporting,#/toolkit/48,Template,illustrative_example,"Use AI Evaluation & Outcomes Reporting to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,AI Evaluation & Outcomes Reporting is relevant because the module addresses evaluation concepts or artifacts connected to Play 13.,13,Monitor and Evaluate AI Systems
ARC 230,arc-230-electronic-case-reporting-technical-workflow,Electronic Case Reporting Technical Workflow,Technical Architecture Track,4,AI Policy Landscape Scan,#/toolkit/4,Worksheet,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3.",1; 2; 3,Vision & Guardrails; Readiness Assessment; Establish AI Governance
ARC 230,arc-230-electronic-case-reporting-technical-workflow,Electronic Case Reporting Technical Workflow,Technical Architecture Track,5,AI Environmental and Resource Impact Review,#/toolkit/5,Checklist,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8.",1; 7; 8,Vision & Guardrails; Prioritize Use Cases; Develop a Funding Strategy
ARC 230,arc-230-electronic-case-reporting-technical-workflow,Electronic Case Reporting Technical Workflow,Technical Architecture Track,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,Checklist,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13.",1; 7; 11; 12; 13,Vision & Guardrails; Prioritize Use Cases; Build and Deploy AI Solutions; Execute Governance and Oversight; Monitor and Evaluate AI Systems
ARC 240,arc-240-elr-laboratory-data-quality-and-terminology-mapping,"ELR, Laboratory Data Quality, and Terminology Mapping",Technical Architecture Track,4,AI Policy Landscape Scan,#/toolkit/4,Worksheet,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3.",1; 2; 3,Vision & Guardrails; Readiness Assessment; Establish AI Governance
ARC 240,arc-240-elr-laboratory-data-quality-and-terminology-mapping,"ELR, Laboratory Data Quality, and Terminology Mapping",Technical Architecture Track,5,AI Environmental and Resource Impact Review,#/toolkit/5,Checklist,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8.",1; 7; 8,Vision & Guardrails; Prioritize Use Cases; Develop a Funding Strategy
ARC 240,arc-240-elr-laboratory-data-quality-and-terminology-mapping,"ELR, Laboratory Data Quality, and Terminology Mapping",Technical Architecture Track,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,Checklist,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13.",1; 7; 11; 12; 13,Vision & Guardrails; Prioritize Use Cases; Build and Deploy AI Solutions; Execute Governance and Oversight; Monitor and Evaluate AI Systems
ARC 240,arc-240-elr-laboratory-data-quality-and-terminology-mapping,"ELR, Laboratory Data Quality, and Terminology Mapping",Technical Architecture Track,8,AI Project Charter,#/toolkit/8,Planning,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11.",2; 7; 11,Readiness Assessment; Prioritize Use Cases; Build and Deploy AI Solutions
ARC 240,arc-240-elr-laboratory-data-quality-and-terminology-mapping,"ELR, Laboratory Data Quality, and Terminology Mapping",Technical Architecture Track,9,Data Quality Assessment Checklist,#/toolkit/9,Checklist,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11.",2; 11,Readiness Assessment; Build and Deploy AI Solutions
ARC 240,arc-240-elr-laboratory-data-quality-and-terminology-mapping,"ELR, Laboratory Data Quality, and Terminology Mapping",Technical Architecture Track,10,Tiered Data Classification for AI Use,#/toolkit/10,Worksheet,illustrative_example,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11.",2; 3; 11,Readiness Assessment; Establish AI Governance; Build and Deploy AI Solutions
ARC 250,arc-250-fhir-for-public-health-ai-use-cases,FHIR for Public Health AI Use Cases,Technical Architecture Track,4,AI Policy Landscape Scan,#/toolkit/4,Worksheet,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3.",1; 2; 3,Vision & Guardrails; Readiness Assessment; Establish AI Governance
ARC 250,arc-250-fhir-for-public-health-ai-use-cases,FHIR for Public Health AI Use Cases,Technical Architecture Track,5,AI Environmental and Resource Impact Review,#/toolkit/5,Checklist,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8.",1; 7; 8,Vision & Guardrails; Prioritize Use Cases; Develop a Funding Strategy
ARC 250,arc-250-fhir-for-public-health-ai-use-cases,FHIR for Public Health AI Use Cases,Technical Architecture Track,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,Checklist,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13.",1; 7; 11; 12; 13,Vision & Guardrails; Prioritize Use Cases; Build and Deploy AI Solutions; Execute Governance and Oversight; Monitor and Evaluate AI Systems
ARC 250,arc-250-fhir-for-public-health-ai-use-cases,FHIR for Public Health AI Use Cases,Technical Architecture Track,8,AI Project Charter,#/toolkit/8,Planning,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11.",2; 7; 11,Readiness Assessment; Prioritize Use Cases; Build and Deploy AI Solutions
ARC 250,arc-250-fhir-for-public-health-ai-use-cases,FHIR for Public Health AI Use Cases,Technical Architecture Track,9,Data Quality Assessment Checklist,#/toolkit/9,Checklist,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11.",2; 11,Readiness Assessment; Build and Deploy AI Solutions
ARC 250,arc-250-fhir-for-public-health-ai-use-cases,FHIR for Public Health AI Use Cases,Technical Architecture Track,10,Tiered Data Classification for AI Use,#/toolkit/10,Worksheet,illustrative_example,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11.",2; 3; 11,Readiness Assessment; Establish AI Governance; Build and Deploy AI Solutions
ARC 260,arc-260-apis-webhooks-and-event-driven-workflows,"APIs, Webhooks, and Event-Driven Workflows",Technical Architecture Track,4,AI Policy Landscape Scan,#/toolkit/4,Worksheet,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3.",1; 2; 3,Vision & Guardrails; Readiness Assessment; Establish AI Governance
ARC 260,arc-260-apis-webhooks-and-event-driven-workflows,"APIs, Webhooks, and Event-Driven Workflows",Technical Architecture Track,5,AI Environmental and Resource Impact Review,#/toolkit/5,Checklist,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8.",1; 7; 8,Vision & Guardrails; Prioritize Use Cases; Develop a Funding Strategy
ARC 260,arc-260-apis-webhooks-and-event-driven-workflows,"APIs, Webhooks, and Event-Driven Workflows",Technical Architecture Track,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,Checklist,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13.",1; 7; 11; 12; 13,Vision & Guardrails; Prioritize Use Cases; Build and Deploy AI Solutions; Execute Governance and Oversight; Monitor and Evaluate AI Systems
ARC 260,arc-260-apis-webhooks-and-event-driven-workflows,"APIs, Webhooks, and Event-Driven Workflows",Technical Architecture Track,8,AI Project Charter,#/toolkit/8,Planning,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11.",2; 7; 11,Readiness Assessment; Prioritize Use Cases; Build and Deploy AI Solutions
ARC 260,arc-260-apis-webhooks-and-event-driven-workflows,"APIs, Webhooks, and Event-Driven Workflows",Technical Architecture Track,9,Data Quality Assessment Checklist,#/toolkit/9,Checklist,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11.",2; 11,Readiness Assessment; Build and Deploy AI Solutions
ARC 260,arc-260-apis-webhooks-and-event-driven-workflows,"APIs, Webhooks, and Event-Driven Workflows",Technical Architecture Track,10,Tiered Data Classification for AI Use,#/toolkit/10,Worksheet,illustrative_example,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11.",2; 3; 11,Readiness Assessment; Establish AI Governance; Build and Deploy AI Solutions
ARC 300,arc-300-retrieval-augmented-generation-for-public-health-knowledge-work,Retrieval-Augmented Generation for Public Health Knowledge Work,Technical Architecture Track,16,Incident Response Checklist,#/toolkit/16,Checklist,illustrative_example,"Use Incident Response Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Incident Response Checklist is relevant because the module addresses security concepts or artifacts connected to Play 3, Play 11, Play 12.",3; 11; 12,Establish AI Governance; Build and Deploy AI Solutions; Execute Governance and Oversight
ARC 300,arc-300-retrieval-augmented-generation-for-public-health-knowledge-work,Retrieval-Augmented Generation for Public Health Knowledge Work,Technical Architecture Track,17,Compliance Audit Checklist,#/toolkit/17,Checklist,illustrative_example,"Use Compliance Audit Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Compliance Audit Checklist is relevant because the module addresses compliance concepts or artifacts connected to Play 3, Play 12.",3; 12,Establish AI Governance; Execute Governance and Oversight
ARC 300,arc-300-retrieval-augmented-generation-for-public-health-knowledge-work,Retrieval-Augmented Generation for Public Health Knowledge Work,Technical Architecture Track,18,Policy Update & Version Control Log,#/toolkit/18,Log,practical_exercise,"Use Policy Update & Version Control Log to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Policy Update & Version Control Log is relevant because the module addresses governance concepts or artifacts connected to Play 3, Play 12.",3; 12,Establish AI Governance; Execute Governance and Oversight
ARC 300,arc-300-retrieval-augmented-generation-for-public-health-knowledge-work,Retrieval-Augmented Generation for Public Health Knowledge Work,Technical Architecture Track,19,Plain-Language AI Public Notice Template,#/toolkit/19,Template,illustrative_example,"Use Plain-Language AI Public Notice Template to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Plain-Language AI Public Notice Template is relevant because the module addresses transparency concepts or artifacts connected to Play 3, Play 4, Play 10, Play 12.",3; 4; 10; 12,Establish AI Governance; Engage Stakeholders; Execute Change Management; Execute Governance and Oversight
ARC 300,arc-300-retrieval-augmented-generation-for-public-health-knowledge-work,Retrieval-Augmented Generation for Public Health Knowledge Work,Technical Architecture Track,4,AI Policy Landscape Scan,#/toolkit/4,Worksheet,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3.",1; 2; 3,Vision & Guardrails; Readiness Assessment; Establish AI Governance
ARC 300,arc-300-retrieval-augmented-generation-for-public-health-knowledge-work,Retrieval-Augmented Generation for Public Health Knowledge Work,Technical Architecture Track,5,AI Environmental and Resource Impact Review,#/toolkit/5,Checklist,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8.",1; 7; 8,Vision & Guardrails; Prioritize Use Cases; Develop a Funding Strategy
ARC 310,arc-310-prompt-engineering-for-technical-public-health-work,Prompt Engineering for Technical Public Health Work,Technical Architecture Track,4,AI Policy Landscape Scan,#/toolkit/4,Worksheet,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3.",1; 2; 3,Vision & Guardrails; Readiness Assessment; Establish AI Governance
ARC 310,arc-310-prompt-engineering-for-technical-public-health-work,Prompt Engineering for Technical Public Health Work,Technical Architecture Track,5,AI Environmental and Resource Impact Review,#/toolkit/5,Checklist,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8.",1; 7; 8,Vision & Guardrails; Prioritize Use Cases; Develop a Funding Strategy
ARC 310,arc-310-prompt-engineering-for-technical-public-health-work,Prompt Engineering for Technical Public Health Work,Technical Architecture Track,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,Checklist,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13.",1; 7; 11; 12; 13,Vision & Guardrails; Prioritize Use Cases; Build and Deploy AI Solutions; Execute Governance and Oversight; Monitor and Evaluate AI Systems
ARC 310,arc-310-prompt-engineering-for-technical-public-health-work,Prompt Engineering for Technical Public Health Work,Technical Architecture Track,8,AI Project Charter,#/toolkit/8,Planning,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11.",2; 7; 11,Readiness Assessment; Prioritize Use Cases; Build and Deploy AI Solutions
ARC 310,arc-310-prompt-engineering-for-technical-public-health-work,Prompt Engineering for Technical Public Health Work,Technical Architecture Track,9,Data Quality Assessment Checklist,#/toolkit/9,Checklist,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11.",2; 11,Readiness Assessment; Build and Deploy AI Solutions
ARC 310,arc-310-prompt-engineering-for-technical-public-health-work,Prompt Engineering for Technical Public Health Work,Technical Architecture Track,10,Tiered Data Classification for AI Use,#/toolkit/10,Worksheet,practical_exercise,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11.",2; 3; 11,Readiness Assessment; Establish AI Governance; Build and Deploy AI Solutions
ARC 320,arc-320-agentic-workflow-design-and-orchestration,Agentic Workflow Design and Orchestration,Technical Architecture Track,16,Incident Response Checklist,#/toolkit/16,Checklist,illustrative_example,"Use Incident Response Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Incident Response Checklist is relevant because the module addresses security concepts or artifacts connected to Play 3, Play 11, Play 12.",3; 11; 12,Establish AI Governance; Build and Deploy AI Solutions; Execute Governance and Oversight
ARC 320,arc-320-agentic-workflow-design-and-orchestration,Agentic Workflow Design and Orchestration,Technical Architecture Track,17,Compliance Audit Checklist,#/toolkit/17,Checklist,illustrative_example,"Use Compliance Audit Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Compliance Audit Checklist is relevant because the module addresses compliance concepts or artifacts connected to Play 3, Play 12.",3; 12,Establish AI Governance; Execute Governance and Oversight
ARC 320,arc-320-agentic-workflow-design-and-orchestration,Agentic Workflow Design and Orchestration,Technical Architecture Track,18,Policy Update & Version Control Log,#/toolkit/18,Log,practical_exercise,"Use Policy Update & Version Control Log to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Policy Update & Version Control Log is relevant because the module addresses governance concepts or artifacts connected to Play 3, Play 12.",3; 12,Establish AI Governance; Execute Governance and Oversight
ARC 320,arc-320-agentic-workflow-design-and-orchestration,Agentic Workflow Design and Orchestration,Technical Architecture Track,19,Plain-Language AI Public Notice Template,#/toolkit/19,Template,illustrative_example,"Use Plain-Language AI Public Notice Template to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Plain-Language AI Public Notice Template is relevant because the module addresses transparency concepts or artifacts connected to Play 3, Play 4, Play 10, Play 12.",3; 4; 10; 12,Establish AI Governance; Engage Stakeholders; Execute Change Management; Execute Governance and Oversight
ARC 320,arc-320-agentic-workflow-design-and-orchestration,Agentic Workflow Design and Orchestration,Technical Architecture Track,32,Vendor Evaluation Checklist,#/toolkit/32,Checklist,practical_exercise,"Use Vendor Evaluation Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Vendor Evaluation Checklist is relevant because the module addresses procurement concepts or artifacts connected to Play 8, Play 11.",8; 11,Develop a Funding Strategy; Build and Deploy AI Solutions
ARC 320,arc-320-agentic-workflow-design-and-orchestration,Agentic Workflow Design and Orchestration,Technical Architecture Track,34,STLT AI Procurement and Vendor Addendum,#/toolkit/34,Checklist,practical_exercise,"Use STLT AI Procurement and Vendor Addendum to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"STLT AI Procurement and Vendor Addendum is relevant because the module addresses procurement concepts or artifacts connected to Play 8, Play 11.",8; 11,Develop a Funding Strategy; Build and Deploy AI Solutions
ARC 330,arc-330-cloud-containers-and-secure-deployment-basics,"Cloud, Containers, and Secure Deployment Basics",Technical Architecture Track,4,AI Policy Landscape Scan,#/toolkit/4,Worksheet,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3.",1; 2; 3,Vision & Guardrails; Readiness Assessment; Establish AI Governance
ARC 330,arc-330-cloud-containers-and-secure-deployment-basics,"Cloud, Containers, and Secure Deployment Basics",Technical Architecture Track,5,AI Environmental and Resource Impact Review,#/toolkit/5,Checklist,practical_exercise,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8.",1; 7; 8,Vision & Guardrails; Prioritize Use Cases; Develop a Funding Strategy
ARC 330,arc-330-cloud-containers-and-secure-deployment-basics,"Cloud, Containers, and Secure Deployment Basics",Technical Architecture Track,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,Checklist,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13.",1; 7; 11; 12; 13,Vision & Guardrails; Prioritize Use Cases; Build and Deploy AI Solutions; Execute Governance and Oversight; Monitor and Evaluate AI Systems
