course_id,module_id,module_title,primary_track,primary_play_id,primary_play_title,secondary_play_ids,tool_id,tool_title,tool_route,relationship_type,use_context,rationale
INT 100,understanding-ai,Introduction to AI for Public Health,shared-foundational,1,Vision & Guardrails,3; 11,1,AI Vision & Principles Workshop,#/toolkit/1,supporting_reference,"Use AI Vision & Principles Workshop to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",AI Vision & Principles Workshop is relevant because the module addresses vision concepts or artifacts connected to Play 1.
INT 100,understanding-ai,Introduction to AI for Public Health,shared-foundational,1,Vision & Guardrails,3; 11,2,Responsible AI Policy Template,#/toolkit/2,supporting_reference,"Use Responsible AI Policy Template to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Responsible AI Policy Template is relevant because the module addresses governance concepts or artifacts connected to Play 1, Play 3."
ARC 300,arc-300-retrieval-augmented-generation-for-public-health-knowledge-work,Retrieval-Augmented Generation for Public Health Knowledge Work,Technical Architecture Track,3,Establish AI Governance,12; 11; 1,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
ARC 300,arc-300-retrieval-augmented-generation-for-public-health-knowledge-work,Retrieval-Augmented Generation for Public Health Knowledge Work,Technical Architecture Track,3,Establish AI Governance,12; 11; 1,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
ARC 310,arc-310-prompt-engineering-for-technical-public-health-work,Prompt Engineering for Technical Public Health Work,Technical Architecture Track,11,Build and Deploy AI Solutions,2; 1; 7,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
ARC 310,arc-310-prompt-engineering-for-technical-public-health-work,Prompt Engineering for Technical Public Health Work,Technical Architecture Track,11,Build and Deploy AI Solutions,2; 1; 7,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
ARC 310,arc-310-prompt-engineering-for-technical-public-health-work,Prompt Engineering for Technical Public Health Work,Technical Architecture Track,11,Build and Deploy AI Solutions,2; 1; 7,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
ARC 310,arc-310-prompt-engineering-for-technical-public-health-work,Prompt Engineering for Technical Public Health Work,Technical Architecture Track,11,Build and Deploy AI Solutions,2; 1; 7,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
ARC 310,arc-310-prompt-engineering-for-technical-public-health-work,Prompt Engineering for Technical Public Health Work,Technical Architecture Track,11,Build and Deploy AI Solutions,2; 1; 7,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
ARC 310,arc-310-prompt-engineering-for-technical-public-health-work,Prompt Engineering for Technical Public Health Work,Technical Architecture Track,11,Build and Deploy AI Solutions,2; 1; 7,10,Tiered Data Classification for AI Use,#/toolkit/10,practical_exercise,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11."
ARC 320,arc-320-agentic-workflow-design-and-orchestration,Agentic Workflow Design and Orchestration,Technical Architecture Track,11,Build and Deploy AI Solutions,3; 12; 4,16,Incident Response Checklist,#/toolkit/16,illustrative_example,"Use Incident Response Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Incident Response Checklist is relevant because the module addresses security concepts or artifacts connected to Play 3, Play 11, Play 12."
ARC 320,arc-320-agentic-workflow-design-and-orchestration,Agentic Workflow Design and Orchestration,Technical Architecture Track,11,Build and Deploy AI Solutions,3; 12; 4,17,Compliance Audit Checklist,#/toolkit/17,illustrative_example,"Use Compliance Audit Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Compliance Audit Checklist is relevant because the module addresses compliance concepts or artifacts connected to Play 3, Play 12."
ARC 320,arc-320-agentic-workflow-design-and-orchestration,Agentic Workflow Design and Orchestration,Technical Architecture Track,11,Build and Deploy AI Solutions,3; 12; 4,18,Policy Update & Version Control Log,#/toolkit/18,practical_exercise,"Use Policy Update & Version Control Log to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Policy Update & Version Control Log is relevant because the module addresses governance concepts or artifacts connected to Play 3, Play 12."
ARC 320,arc-320-agentic-workflow-design-and-orchestration,Agentic Workflow Design and Orchestration,Technical Architecture Track,11,Build and Deploy AI Solutions,3; 12; 4,19,Plain-Language AI Public Notice Template,#/toolkit/19,illustrative_example,"Use Plain-Language AI Public Notice Template to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Plain-Language AI Public Notice Template is relevant because the module addresses transparency concepts or artifacts connected to Play 3, Play 4, Play 10, Play 12."
ARC 320,arc-320-agentic-workflow-design-and-orchestration,Agentic Workflow Design and Orchestration,Technical Architecture Track,11,Build and Deploy AI Solutions,3; 12; 4,32,Vendor Evaluation Checklist,#/toolkit/32,practical_exercise,"Use Vendor Evaluation Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Vendor Evaluation Checklist is relevant because the module addresses procurement concepts or artifacts connected to Play 8, Play 11."
ARC 320,arc-320-agentic-workflow-design-and-orchestration,Agentic Workflow Design and Orchestration,Technical Architecture Track,11,Build and Deploy AI Solutions,3; 12; 4,34,STLT AI Procurement and Vendor Addendum,#/toolkit/34,practical_exercise,"Use STLT AI Procurement and Vendor Addendum to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","STLT AI Procurement and Vendor Addendum is relevant because the module addresses procurement concepts or artifacts connected to Play 8, Play 11."
ARC 330,arc-330-cloud-containers-and-secure-deployment-basics,"Cloud, Containers, and Secure Deployment Basics",Technical Architecture Track,11,Build and Deploy AI Solutions,2; 3; 1,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
ARC 330,arc-330-cloud-containers-and-secure-deployment-basics,"Cloud, Containers, and Secure Deployment Basics",Technical Architecture Track,11,Build and Deploy AI Solutions,2; 3; 1,5,AI Environmental and Resource Impact Review,#/toolkit/5,practical_exercise,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
ARC 330,arc-330-cloud-containers-and-secure-deployment-basics,"Cloud, Containers, and Secure Deployment Basics",Technical Architecture Track,11,Build and Deploy AI Solutions,2; 3; 1,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
ARC 330,arc-330-cloud-containers-and-secure-deployment-basics,"Cloud, Containers, and Secure Deployment Basics",Technical Architecture Track,11,Build and Deploy AI Solutions,2; 3; 1,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
ARC 330,arc-330-cloud-containers-and-secure-deployment-basics,"Cloud, Containers, and Secure Deployment Basics",Technical Architecture Track,11,Build and Deploy AI Solutions,2; 3; 1,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
ARC 330,arc-330-cloud-containers-and-secure-deployment-basics,"Cloud, Containers, and Secure Deployment Basics",Technical Architecture Track,11,Build and Deploy AI Solutions,2; 3; 1,10,Tiered Data Classification for AI Use,#/toolkit/10,practical_exercise,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11."
ARC 340,arc-340-public-health-system-integration-patterns,Public Health System Integration Patterns,Technical Architecture Track,11,Build and Deploy AI Solutions,2; 3; 1,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
ARC 340,arc-340-public-health-system-integration-patterns,Public Health System Integration Patterns,Technical Architecture Track,11,Build and Deploy AI Solutions,2; 3; 1,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
ARC 340,arc-340-public-health-system-integration-patterns,Public Health System Integration Patterns,Technical Architecture Track,11,Build and Deploy AI Solutions,2; 3; 1,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
ARC 340,arc-340-public-health-system-integration-patterns,Public Health System Integration Patterns,Technical Architecture Track,11,Build and Deploy AI Solutions,2; 3; 1,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
ARC 340,arc-340-public-health-system-integration-patterns,Public Health System Integration Patterns,Technical Architecture Track,11,Build and Deploy AI Solutions,2; 3; 1,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
ARC 340,arc-340-public-health-system-integration-patterns,Public Health System Integration Patterns,Technical Architecture Track,11,Build and Deploy AI Solutions,2; 3; 1,10,Tiered Data Classification for AI Use,#/toolkit/10,illustrative_example,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11."
COM 200,com-200-ai-for-public-health-communications-and-message-development,AI for Public Health Communications and Message Development,Communications Role-Based Track,11,Build and Deploy AI Solutions,3; 1; 2,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
COM 200,com-200-ai-for-public-health-communications-and-message-development,AI for Public Health Communications and Message Development,Communications Role-Based Track,11,Build and Deploy AI Solutions,3; 1; 2,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
COM 200,com-200-ai-for-public-health-communications-and-message-development,AI for Public Health Communications and Message Development,Communications Role-Based Track,11,Build and Deploy AI Solutions,3; 1; 2,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,practical_exercise,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
COM 200,com-200-ai-for-public-health-communications-and-message-development,AI for Public Health Communications and Message Development,Communications Role-Based Track,11,Build and Deploy AI Solutions,3; 1; 2,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
COM 200,com-200-ai-for-public-health-communications-and-message-development,AI for Public Health Communications and Message Development,Communications Role-Based Track,11,Build and Deploy AI Solutions,3; 1; 2,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
COM 200,com-200-ai-for-public-health-communications-and-message-development,AI for Public Health Communications and Message Development,Communications Role-Based Track,11,Build and Deploy AI Solutions,3; 1; 2,10,Tiered Data Classification for AI Use,#/toolkit/10,practical_exercise,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11."
COM 210,com-210-ai-assisted-translation-language-access-and-readability-review,"AI-Assisted Translation, Language Access, and Readability Review",Communications Role-Based Track,11,Build and Deploy AI Solutions,1; 2; 3,1,AI Vision & Principles Workshop,#/toolkit/1,illustrative_example,"Use AI Vision & Principles Workshop to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",AI Vision & Principles Workshop is relevant because the module addresses vision concepts or artifacts connected to Play 1.
COM 210,com-210-ai-assisted-translation-language-access-and-readability-review,"AI-Assisted Translation, Language Access, and Readability Review",Communications Role-Based Track,11,Build and Deploy AI Solutions,1; 2; 3,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
COM 210,com-210-ai-assisted-translation-language-access-and-readability-review,"AI-Assisted Translation, Language Access, and Readability Review",Communications Role-Based Track,11,Build and Deploy AI Solutions,1; 2; 3,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
COM 210,com-210-ai-assisted-translation-language-access-and-readability-review,"AI-Assisted Translation, Language Access, and Readability Review",Communications Role-Based Track,11,Build and Deploy AI Solutions,1; 2; 3,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
COM 210,com-210-ai-assisted-translation-language-access-and-readability-review,"AI-Assisted Translation, Language Access, and Readability Review",Communications Role-Based Track,11,Build and Deploy AI Solutions,1; 2; 3,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
COM 210,com-210-ai-assisted-translation-language-access-and-readability-review,"AI-Assisted Translation, Language Access, and Readability Review",Communications Role-Based Track,11,Build and Deploy AI Solutions,1; 2; 3,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
COM 220,com-220-public-comment-social-listening-and-community-feedback-analysis,"Public Comment, Social Listening, and Community Feedback Analysis",Communications Role-Based Track,1,Vision & Guardrails,11; 2; 3,1,AI Vision & Principles Workshop,#/toolkit/1,illustrative_example,"Use AI Vision & Principles Workshop to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",AI Vision & Principles Workshop is relevant because the module addresses vision concepts or artifacts connected to Play 1.
COM 220,com-220-public-comment-social-listening-and-community-feedback-analysis,"Public Comment, Social Listening, and Community Feedback Analysis",Communications Role-Based Track,1,Vision & Guardrails,11; 2; 3,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
COM 220,com-220-public-comment-social-listening-and-community-feedback-analysis,"Public Comment, Social Listening, and Community Feedback Analysis",Communications Role-Based Track,1,Vision & Guardrails,11; 2; 3,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
COM 220,com-220-public-comment-social-listening-and-community-feedback-analysis,"Public Comment, Social Listening, and Community Feedback Analysis",Communications Role-Based Track,1,Vision & Guardrails,11; 2; 3,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
COM 220,com-220-public-comment-social-listening-and-community-feedback-analysis,"Public Comment, Social Listening, and Community Feedback Analysis",Communications Role-Based Track,1,Vision & Guardrails,11; 2; 3,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
COM 220,com-220-public-comment-social-listening-and-community-feedback-analysis,"Public Comment, Social Listening, and Community Feedback Analysis",Communications Role-Based Track,1,Vision & Guardrails,11; 2; 3,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
EPI 300,epi-300-ai-for-case-investigation-and-outbreak-response,AI for Case Investigation and Outbreak Response,Epidemiology Role-Based Track,7,Prioritize Use Cases,11; 1; 2,3,Equity Impact Assessment Checklist,#/toolkit/3,practical_exercise,"Use Equity Impact Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Equity Impact Assessment Checklist is relevant because the module addresses equity concepts or artifacts connected to Play 1, Play 2, Play 3, Play 7, Play 11."
EPI 300,epi-300-ai-for-case-investigation-and-outbreak-response,AI for Case Investigation and Outbreak Response,Epidemiology Role-Based Track,7,Prioritize Use Cases,11; 1; 2,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
EPI 300,epi-300-ai-for-case-investigation-and-outbreak-response,AI for Case Investigation and Outbreak Response,Epidemiology Role-Based Track,7,Prioritize Use Cases,11; 1; 2,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
EPI 300,epi-300-ai-for-case-investigation-and-outbreak-response,AI for Case Investigation and Outbreak Response,Epidemiology Role-Based Track,7,Prioritize Use Cases,11; 1; 2,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
EPI 300,epi-300-ai-for-case-investigation-and-outbreak-response,AI for Case Investigation and Outbreak Response,Epidemiology Role-Based Track,7,Prioritize Use Cases,11; 1; 2,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
EPI 300,epi-300-ai-for-case-investigation-and-outbreak-response,AI for Case Investigation and Outbreak Response,Epidemiology Role-Based Track,7,Prioritize Use Cases,11; 1; 2,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
EPI 310,epi-310-ai-for-surveillance-signal-review-and-epidemiologic-judgment,AI for Surveillance Signal Review and Epidemiologic Judgment,Epidemiology Role-Based Track,11,Build and Deploy AI Solutions,2; 3; 1,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
EPI 310,epi-310-ai-for-surveillance-signal-review-and-epidemiologic-judgment,AI for Surveillance Signal Review and Epidemiologic Judgment,Epidemiology Role-Based Track,11,Build and Deploy AI Solutions,2; 3; 1,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
EPI 310,epi-310-ai-for-surveillance-signal-review-and-epidemiologic-judgment,AI for Surveillance Signal Review and Epidemiologic Judgment,Epidemiology Role-Based Track,11,Build and Deploy AI Solutions,2; 3; 1,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
EPI 310,epi-310-ai-for-surveillance-signal-review-and-epidemiologic-judgment,AI for Surveillance Signal Review and Epidemiologic Judgment,Epidemiology Role-Based Track,11,Build and Deploy AI Solutions,2; 3; 1,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
EPI 310,epi-310-ai-for-surveillance-signal-review-and-epidemiologic-judgment,AI for Surveillance Signal Review and Epidemiologic Judgment,Epidemiology Role-Based Track,11,Build and Deploy AI Solutions,2; 3; 1,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
EPI 310,epi-310-ai-for-surveillance-signal-review-and-epidemiologic-judgment,AI for Surveillance Signal Review and Epidemiologic Judgment,Epidemiology Role-Based Track,11,Build and Deploy AI Solutions,2; 3; 1,10,Tiered Data Classification for AI Use,#/toolkit/10,illustrative_example,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11."
EPI 320,epi-320-ethical-use-of-ai-in-resource-prioritization-and-field-response,Ethical Use of AI in Resource Prioritization and Field Response,Epidemiology Role-Based Track,1,Vision & Guardrails,11; 7; 2,1,AI Vision & Principles Workshop,#/toolkit/1,illustrative_example,"Use AI Vision & Principles Workshop to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",AI Vision & Principles Workshop is relevant because the module addresses vision concepts or artifacts connected to Play 1.
EPI 320,epi-320-ethical-use-of-ai-in-resource-prioritization-and-field-response,Ethical Use of AI in Resource Prioritization and Field Response,Epidemiology Role-Based Track,1,Vision & Guardrails,11; 7; 2,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
EPI 320,epi-320-ethical-use-of-ai-in-resource-prioritization-and-field-response,Ethical Use of AI in Resource Prioritization and Field Response,Epidemiology Role-Based Track,1,Vision & Guardrails,11; 7; 2,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
EPI 320,epi-320-ethical-use-of-ai-in-resource-prioritization-and-field-response,Ethical Use of AI in Resource Prioritization and Field Response,Epidemiology Role-Based Track,1,Vision & Guardrails,11; 7; 2,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
EPI 320,epi-320-ethical-use-of-ai-in-resource-prioritization-and-field-response,Ethical Use of AI in Resource Prioritization and Field Response,Epidemiology Role-Based Track,1,Vision & Guardrails,11; 7; 2,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
